name,type of protest,broad type,colour,description of place,type of place,date,day,time,address,place,latitude,longitude,attendance,source,links and further info
Liversedge prosecution society annual meeting,,local government,large_yellow,"Yew Tree Inn, Roberttown",pub,06/05/1840,Wednesday,,,Huddersfield,53.699567,-1.695702,,LM 16 May 1840,
meeting of Oastler's friends to raise funds for his release,,ANPL,wht_pushpin,"Yew Tree Inn, Roberttown",pub,15/11/1843,Wednesday,,,Huddersfield,53.699567,-1.695702,,"Fleet papers, p.3",
WR railway dinner,,commercial,large_purple,"Yew Tree Inn, Roberttown",pub,01/07/1845,Tuesday,,,Huddersfield,53.699567,-1.695702,,LM 5 July 1845,
Short time committee,,10 hours,pink_square,White Hart Inn,pub,13/10/1836,Thursday,,Cloth Hall Street,Huddersfield,53.645861,-1.783441,,"Tameside, X536",
lecture by M Douall,,Chartist,pink_circle,Guild Hall,guild hall,12/08/1842,Friday,,Ramsden Street,Huddersfield,53.64426,-1.782588,,NS 20 Aug 1842,
Chartist meeting on national holiday,,Chartist,pink_circle,Back Green,field,10/08/1839,Saturday,,,Huddersfield,53.641656,-1.784605,,"BO, 15 Aug 1839",
plug riot meeting,,trade union,pink_square,Back Green,field,13/08/1842,Saturday,,,Huddersfield,53.641656,-1.784605,,NS 20 Aug 1842,
plug meeting,,trade union,pink_square,Back Green,field,15/08/1842,Monday,,,Huddersfield,53.641656,-1.784605,10000,NS 20 Aug 1842,
soldiers mustered,,military,wht_circle,Bowling Green next to George Hotel,green,14/08/1842,Sunday,,,Huddersfield,53.648554,-1.783425,,NS 20 Aug 1842,
jubilee dinner,,patriotic,blu_circle,George Inn,inn/hotel,25/10/1809,,16:00,,Huddersfield,53.648554,-1.783425,,"jubilee jottings, p.102",
anti-Cath emanc meeting,,religion,prayer,George Inn,inn/hotel,28/12/1812,,,,Huddersfield,53.648554,-1.783425,,DD/HF/2/10,
NPL board of guardians - radical opp,,ANPL,wht_pushpin,George Inn,inn/hotel,03/04/1837,,,,Huddersfield,53.648554,-1.783425,,"NPL, 150",
loyal address,,loyal,large_blue,George Inn,inn/hotel,20/12/1792,Thursday,,,Huddersfield,53.648554,-1.783425,,"LM, 29 Dec 1792",
form volunteer corps,,patriotic,blu_circle,George Inn,inn/hotel,04/06/1794,,,,Huddersfield,53.648554,-1.783425,,LM 21 June 1794,
anti-Luddite,,loyal,large_blue,George Inn,inn/hotel,27/02/1842,Thursday,,,Huddersfield,53.648554,-1.783425,,"Leeds Mercury, 28 March 1812",
reform meeting,,reform,grn_circle,George Inn,inn/hotel,21/01/1813,,,,Huddersfield,53.648554,-1.783425,,"Rad I, appendix, acc 3797, f84",
proclamation of George IV,,patriotic,blu_circle,"George Inn, in front of",street,07/02/1820,Tuesday,,,Huddersfield,53.648554,-1.783425,10000,LM 12 Feb 1820,
loyal address,,loyal,large_blue,George Inn,inn/hotel,18/12/1820,Monday,11:00,,Huddersfield,53.648554,-1.783425,,LM 23 Dec 1820,
reform address,,reform,grn_circle,George Inn,inn/hotel,12/05/1832,Saturday,17:00,,Huddersfield,53.648554,-1.783425,,"Halifax and Huddersfield Express, 19 May 1832; LM 15 May 1832",
dinner for O'Connor,,radical,large_green,George Inn,inn/hotel,30/09/1836,Friday,,,Huddersfield,53.648554,-1.783425,,"London Dispatch, 8 Oct 1836",
meeting of workingclasses; boycott shopkeepers,,trade union,pink_square,"George Inn, Kirkburton",inn/hotel,26/12/1833,,,,Huddersfield,53.609539,-1.702047,,HO 52/25/174,
meeting to petition parliament for end to prosecutions of unstamped printers,,radical,large_green,"Union room, Swan Yard",own room,19/08/1831,Monday,,,Huddersfield,53.646962,-1.780995,,PMG 17 Sep 1831,http://www.kirkleesimages.org.uk/frontend.php?keywords=Ref_No_increment;EQUALS;k015558&pos=2&action=zoom
start of procession to Almondbury reform meeting,,reform,grn_circle,Union committee room,own room,26/12/1831,Monday,,,Huddersfield,53.646962,-1.780995,,HHE 31 Dec 1831,
national union of working classes lecture,,radical,large_green,"Union room, Swan Yard",own room,10/06/1833,Monday,19:00,,Huddersfield,53.646962,-1.780995,,VWR 15 June 1833,
Huddersfield Political Union,,radical,large_green,"Union room, Swan Yard",own room,12/08/1833,Monday,20:00,,Huddersfield,53.646962,-1.780995,,VWR 10 August 1833,
meeting to memorialise Queen to release Welsh chartists,,Chartist,pink_circle,Union Room,own room,10/02/1840,Monday,,,Huddersfield,53.646962,-1.780995,,NS 15 Feb 1840,
ultra radicals reform,,radical,large_green,"Union Hall, Swan Yard",own room,15/05/1832,Tuesday,16:00,,Huddersfield,53.646962,-1.780995,,"Halifax and Huddersfield Express, 19 May 1832",
Radical and Chartist newsroom,,Chartist,pink_circle,"Union Hall, Swan Yard",own room,01/01/1839,,,,Huddersfield,53.646962,-1.780995,,LM 2 Feb 1839,
"magistrates, constables and military based",,local government,large_yellow,"Union Hall, Swan Yard",own room,01/08/1842,,,,Huddersfield,53.646962,-1.780995,,NS 20 Aug 1842,
proclamation of George IV,,patriotic,blu_circle,market place,market,07/02/1820,Tuesday,,,Huddersfield,53.646809,-1.782451,,LM 12 Feb 1820,
reform hustings,,reform,grn_circle,market place,market,07/03/1831,Monday,,,Huddersfield,53.646809,-1.782451,,HHE 12 March 1831,
Hunt address crowd,,radical,large_green,market place,market,09/11/1831,Wednesday,,,Huddersfield,53.646809,-1.782451,2000,Hhe 12 Nov 1831,
procession on way to Almondbury reform meeting,,reform,grn_circle,market place,market,26/12/1831,Monday,,,Huddersfield,53.646809,-1.782451,,HHE 31 Dec 1831,
Huddersfield election hustings,,election,ltblu_circle,market square,market,06/01/1834,Monday,10:00,,Huddersfield,53.646809,-1.782451,,Morning Chronicle 8 Jan 1834,
on Dorchester labourers,,trade union,pink_square,market square,market,07/04/1834,Monday,,,Huddersfield,53.646809,-1.782451,5000,VWR 12 April 1834,
Stephens' 10 hour sermons,,10 hours,pink_square,market place,market,09/10/1836,Sunday,10:00,,Huddersfield,53.646809,-1.782451,,"Tameside, X536",
anti NPL,,ANPL,wht_pushpin,market place,market,01/12/1836,,,,Huddersfield,53.646809,-1.782451,,"antiNPL, p. 90",
anti NPL effigy burning,,ANPL,wht_pushpin,market place,market,05/06/1837,,20:00,,Huddersfield,53.646809,-1.782451,,"antiNPL, p. 157",
anti NPL,,ANPL,wht_pushpin,market place,market,29/01/1838,,,,Huddersfield,53.646809,-1.782451,,"antiNPL, 179",
procession to greet Rev Stephens ends outside,,ANPL,wht_pushpin,Cloth hall,cloth hall,08/10/1836,Saturday,20:00,,Huddersfield,53.64604,-1.783366,,"Tameside, X536",
Morpeth and Strickland election address from the window; anti NPL crowds outside,,ANPL,wht_pushpin,outside Rose and Crown,street,17/07/1837,,16:00,,Huddersfield,53.647157,-1.77943,,LM 22 July 1837,
antislavery society,,abolition,open_diamond,"Wesleyan Chapel, Queen St",chapel,24/07/1833,Wednesday,,Queen Street,Huddersfield,53.645241,-1.780066,,VWR 27 July 1833,
formation of ACLA,,ACLA,large_purple,Philosophical Hall,philosophical hall,29/01/1839,Tuesday,18:00,,Huddersfield,53.644341,-1.781708,300,LM 2 Feb 1839,
RC Stansfield election address,,election,ltblu_circle,Philosophical Hall,philosophical hall,19/12/1839,Thursday,09:00,,Huddersfield,53.644341,-1.781708,,NS 21 Dec 1839,
meeting on factory bill,,10 hours,pink_square,"Infants' School Room, Spring St",schoolroom,26/12/1831,Monday,,Spring Street,Huddersfield,53.645514,-1.789299,,HHE 31 Dec 1831,
radical meeting to form PU,,radical,large_green,"open space outside the Cawthorne, Queen St",open space,28/10/1830,Monday,15:00,Queen Street,Huddersfield,53.645492,-1.780657,,York Courant 9 Nov 1830,
Northern Union,,Chartist,pink_circle,"Dickenson's Room, King St",own room,18/02/1839,Monday,,King Street,Huddersfield,53.645946,-1.782154,,NS 23 Feb 1839,
NU on Owenism,,Chartist,pink_circle,"Dickenson's Room, King St",own room,28/02/1839,Monday,,King Street,Huddersfield,53.645946,-1.782154,,NS 9 March 1839,
NU on rural police,,Chartist,pink_circle,"their room, King St",own room,11/03/1839,Monday,20:00,King Street,Huddersfield,53.645946,-1.782154,,NS 16 March 1839,
SS union,,religion,prayer,new Methodist chapel,chapel,27/05/1822,Monday,,King Street,Huddersfield,53.645946,-1.782154,,LM 1 June 1822,
Northern Union,,Chartist,pink_circle,S. Dickinson's room,own room,28/07/1839,Monday,,King Street,Huddersfield,53.645946,-1.782154,,NS 3 Aug 39,
Northern Union,,Chartist,pink_circle,"association room of NU, King Street",own room,04/11/1839,Monday,20:00,King Street,Huddersfield,53.645946,-1.782154,,NS 2 Nov 1839,
lecture on present distress,,Chartist,pink_circle,S Dickinson's Room,own room,29/09/1839,Sunday,18:00,King Street,Huddersfield,53.645946,-1.782154,,NS 28 Sep 1839,
district committee of NU,,Chartist,pink_circle,News Rooms,newsroom,05/11/1839,Tuesday,19:00,Pack Horse Yard,Huddersfield,53.646284,-1.781434,,NS 2 Nov 1839,
delegate committee,,Chartist,pink_circle,"News Room, Pack Horse Yard",newsroom,24/09/1839,Tuesday,20:00,Pack Horse Yard,Huddersfield,53.646284,-1.781434,,NS 28 Sep 1839,
weekly meeting,,radical,large_green,working men's association room in Shepherd's Arms,working men's club,22/07/1839,Monday,,,Huddersfield,53.631853,-1.751294,,NS 27 July 1839,
union meeting to establishing a poor law association,,Chartist,pink_circle,New Inn,inn/hotel,23/07/1839,Tuesday,16:00,16 King Street,Huddersfield,53.645595,-1.779674,,NS 27 July 1839,
O'connor lecture for Frost defence fund,,Chartist,pink_circle,Hall of Science,institution,30/11/1839,Thursday,,Bath Street,Huddersfield,53.650739,-1.785231,1500,BO5 Dec 1839,https://undergroundhistories.wordpress.com/huddersfield-hall-of-science/
public discussions between Chartists and Socialists,,Chartist,pink_circle,"Hall of Science, Bath Buildings",institution,03/05/1841,Monday,20:00,Bath Street,Huddersfield,53.650739,-1.785231,,NS 1 May 1841,
public discussions between Chartists and Socialists,,Chartist,pink_circle,"Hall of Science, Bath Buildings",institution,05/05/1841,Wednesday,14:00,Bath Street,Huddersfield,53.650739,-1.785231,,NS 1 May 1841,
meeting of chartists,,Chartist,pink_circle,"Council room, hall of Science",institution,04/08/1844,Sunday,20:00,Bath Street,Huddersfield,53.650739,-1.785231,,NS 3 Aug 1844,
sermon for Rev Stephens,,Chartist,pink_circle,"Long Croft, large room",own room,04/03/1839,Monday,,Almondbury,Huddersfield,53.631853,-1.751294,,NS 9 March 1839,
defence fund for Frost,,Chartist,pink_circle,Working men's association,working men's club,16/12/1839,,14:00,Almondbury,Huddersfield,53.631853,-1.751294,,NS 28 Dec 1839,
antiNPL public meeting,,ANPL,wht_pushpin,Woolpack Inn,inn/hotel,01/01/1838,Monday,,Almondbury,Huddersfield,53.631026,-1.747126,,NS 6 Jan 1838,
public meeting on distress,,Chartist,pink_circle,Woolpack Inn,inn/hotel,21/03/1848,Monday,,Almondbury,Huddersfield,53.631026,-1.747126,,NS 1 april 1848,
weavers met to start their strike,,trade union,pink_square,Barebones,open space,01/10/1829,,,,Barnsley,53.548897,-1.481904,,ASSI 45/63,
radical meeting,,radical,large_green,Barebones,open space,05/09/1839,,,,Barnsley,53.548897,-1.481904,,Burlands annals,
corn riot,,riot,target,market place,market,12/08/1794,Wednesday,,,Barnsley,53.550855,-1.48083,,Burlands annals,
election address by Brougham,,election,ltblu_circle,market place,market,05/08/1830,Thursday,,,Barnsley,53.550855,-1.48083,,MG 7 August 1830,
reform meeting,,reform,grn_circle,market place,market,15/03/1831,Tuesday,,,Barnsley,53.550855,-1.48083,,HHE 19 March 1831,
Queen Caroline bonfire,,radical,large_green,Market Hill,open space,11/11/1820,,,,Barnsley,53.552978,-1.481338,,"Hoyle, history of Barnsley, 645",
Lord Morpeth election address,,election,ltblu_circle,Market Hill,open space,26/04/1835,Monday,,,Barnsley,53.552978,-1.481338,,LM 2 May 1835,
unemployed linen weavers,,trade union,pink_square,Market Hill,open space,26/06/1837,,,,Barnsley,53.552978,-1.481338,,"NPL, 159",
meeting in favour of Glasgow cotton spinners,,trade union,pink_square,Oddfellows' Hall,masonic hall,29/02/1838,,20:00,Pitt Street,Barnsley,53.5519,-1.4835,,Burlands annals,
public dinner to welcome William Ashton back from transportation,,Chartist,pink_circle,Oddfellows' Hall,masonic hall,31/12/1838,,,Pitt Street,Barnsley,53.5519,-1.4835,,Burlands annals,
"public meeting, subscription for Stephens",,ANPL,wht_pushpin,Oddfellows' Hall,masonic hall,13/02/1839,Wednesday,,Pitt Street,Barnsley,53.5519,-1.4835,,Burlands annals,
O'Connor visit,,Chartist,pink_circle,Oddfellows' Hall,masonic hall,05/04/1839,Friday,,Pitt Street,Barnsley,53.5519,-1.4835,2000,NS 13 April 1839,
O'Connor visit,,Chartist,pink_circle,Oddfellows' Hall,masonic hall,07/09/1839,Friday,,Pitt Street,Barnsley,53.5519,-1.4835,,Burlands annals,
meeting to establish w/c school - Chartist protest,,Chartist,pink_circle,Oddfellows' Hall,masonic hall,05/11/1839,Tuesday,14:00,Pitt Street,Barnsley,53.5519,-1.4835,,Burlands annals,
Chartist tea festival,,Chartist,pink_circle,Oddfellows' Hall,masonic hall,20/11/1839,,,Pitt Street,Barnsley,53.5519,-1.4835,,Burlands annals,
Feargus O'Connor attended meeting on Frost and NPL,,Chartist,pink_circle,Oddfellows' Hall,masonic hall,20/12/1839,,,Pitt Street,Barnsley,53.5519,-1.4835,,Burlands annals; NS 28 Dec 1839,
fancy dress ball for Queen's wedding,,patriotic,large_blue,Oddfellows' Hall,masonic hall,10/02/1840,Monday,,Pitt Street,Barnsley,53.5519,-1.4835,,LM 15 Feb 1840,
weekly public meeting,,Chartist,pink_circle,Oddfellows' Hall,masonic hall,26/03/1842,Monday,,Pitt Street,Barnsley,53.5519,-1.4835,,NS 2 April 1842,
Northern Union,,Chartist,pink_circle,Wilson's Piece,open space,21/01/1839,Monday,,Wilson's Piece,Barnsley,53.55263,-1.479726,,NS 26 Jan 1839,
Chartist church occupation,,Chartist,pink_circle,St. Mary's Church,church,04/08/1839,Sunday,,Church Street,Barnsley,53.555407,-1.482781,,Burlands annals,
chartist go to church,,Chartist,pink_circle,St. Mary's Church,church,11/08/1839,Sunday,10:00,Church Street,Barnsley,53.555407,-1.482781,,LM 10 Aug 1839,
warpentake meeting - subscriptions for yeomanry,,patriotic,large_blue,"Moot Hall, Market Hill",magistrates office,04/06/1794,,,Market Hill,Barnsley,53.552978,-1.481338,,Burlands annals,
"Northern Union, on national rent",,Chartist,pink_circle,"house of Peter Hoey, Wilson-piece",beerhouse,24/12/1838,Monday,,Wilson's Piece,Barnsley,53.55263,-1.479726,,NS 29 Dec 1838,
Barnsley NU,,Chartist,pink_circle,"house of Peter Hoey, Wilson-piece",beerhouse,14/01/1839,,,Wilson's Piece,Barnsley,53.55263,-1.479726,,NS 19 Jan 1839,
radical meeting - adjourned ot Barebones,,Chartist,pink_circle,Peter Hoey's,beerhouse,05/09/1839,,,Wilson's Piece,Barnsley,53.55263,-1.479726,,Burlands annals; NS 14 Sep 1839,
Wortley address to electors,,election,ltblu_circle,large open space in front of King's Head Inn,open space,28/04/1835,Wednesday,13:00,market place,Barnsley,53.5509,-1.480591,,LM 2 May 1835,
NU outdoor meeting,,Chartist,pink_circle,"May Day Green, now called the Bull Ring",open space,18/07/1839,Thursday,20:00,,Barnsley,53.552411,-1.47915,,NS 20 July 1839,
UE,,radical,large_green,Steeton Moor,moor/field,06/04/1801,Monday,,,Steeton Moor,53.8847865,-1.958839,,"Wells, 209; WWM F 45/12",
turnpike riot,,anti-enclosure,,Bradford moor,moor/field,01/06/1753,,,,Bradford moor,53.7991592,-1.7164341,,"James, History of Bradford, 86-7",
UE,,radical,large_green,Bradford moor,moor/field,26/03/1801,,,,Bradford moor,53.7991592,-1.7164341,,"Wells, 209; HO 62/61/273",
worsted weavers strike,,trade union,pink_square,Bradford moor,moor/field,01/06/1825,,,,Bradford moor,53.7991592,-1.7164341,,DB3 C39/5,
powerloom rioters' strike,,trade union,pink_square,Bradford moor,moor/field,01/05/1826,,,,Bradford moor,53.7991592,-1.7164341,,DB 16/c32,
Northern Union open air meeting,,Chartist,pink_circle,Bradford moor,moor/field,29/07/1839,Monday,,,Bradford moor,53.7991592,-1.7164341,,NS 3 Aug 1839,
Chartist camp meeting,,Chartist,pink_circle,Bradford moor,moor/field,14/08/1842,Sunday,14:00,,Bradford moor,53.799159,-1.7164341,20000,NS 20 Aug 1842; BO 18 Aug 1842,
camp meeting,,Chartist,pink_circle,Bradford moor,moor/field,01/04/1848,Sunday,,,Bradford moor,53.799159,-1.7164341,,"Halifax Guardian, 22 April 1848",
Chartists,,Chartist,pink_circle,Lidgett Green,moor/field,01/02/1840,,,,Lidgett Green,53.7930467,-1.7929131,,"TS 11/813/2677, Yorkshire Lent Assizes, 5 March 1840",
"Weavers association, Horton branch",,trade union,pink_square,Horton Green,moor/field,01/06/1825,,,,Horton Green,53.784311,-1.771164,,DB3 C39/5,
weavers strike,,trade union,pink_square,Fairweather Green,moor/field,09/06/1825,Wednesday,,,Fairweather Green,53.795855,-1.801568,,DB3 C39/5,
UE,,radical,large_green,Tandle Hill,moor/field,05/04/1801,Sunday,,,Tandle Hill,53.574971,-2.142233798,10000,"Wells, p.209; HO 42/61/459, Fletcher to Portland, 6 April 1801",
Wardle/Dof Y,,radical,large_green,Tandle Hill,moor/field,03/04/1809,Monday,,,Tandle Hill,53.574971,-2.142233798,,Rowbottom,
drilling prior to Peterloo,,radical,large_green,Tandle Hill,moor/field,01/08/1819,,,,Tandle Hill,53.574971,-2.142233798,800,"Epstein, Cap of Liberty, 100; Huish, history of Hunt, 401",
workers,,trade union,pink_square,Tandle Hill,moor/field,30/04/1826,Sunday,08:00,,Tandle Hill,53.574971,-2.142233798,,MG 6 May 1826,
planned powerloom rioters' meeting,,trade union,pink_square,Tandle Hill,moor/field,01/05/1826,Monday,,,Tandle Hill,53.574971,-2.142233798,,MG 6 May 1826; M9/61/1/1,
planned powerloom rioters' meeting,,trade union,pink_square,Tandle Hill,moor/field,07/05/1826,Sunday,,,Tandle Hill,53.574971,-2.142233798,,"HO 44/16/63, 7 May 1826",
powerloom riots meeting,,trade union,pink_square,Tandle Hill,moor/field,10/07/1826,Monday,,,Tandle Hill,53.574971,-2.142233798,15000,"HO 44/16/99, 13 July 1826",
planned powerloom rioters' meeting,,trade union,pink_square,Tandle Hill,moor/field,17/07/1826,Monday,,,Tandle Hill,53.574971,-2.142233798,,Rowbottom diaries,
Chartist camp meeting,,Chartist,pink_circle,Park Hill,moor/field,11/08/1844,Sunday,14:00,,Park Hill,53.57497135,-2.142233798,,NS 3 Aug 1844,
plug riot meeting,,trade union,pink_square,Godley Green,moor/field,22/08/1842,Monday,,,Godley Green,53.444601,-2.0548535,,Mcr Times 27 August 1842,
Chartist drilling,,Chartist,pink_circle,Field near Birchen Bower,moor/field,24/04/1839,Wednesday,,,Field near Birchen Bower,53.516907,-2.134846,,D-BUT F/63,
Chartists,,Chartist,pink_circle,Houghton Green,moor/field,01/04/1848,,14:00,,Houghton Green,53.454597,-2.1066076,10000,TS 11/137/374,
reform,,Chartist,pink_circle,Bent Green,moor/field,23/09/1816,,,,Bent Green,53.540683,-2.124405,,Rowbottom diaries,
cotton weavers meeting,,trade union,pink_square,Bent Green,moor/field,10/08/1818,Monday,17:00,,Bent Green,53.540683,-2.124405,,MO 1 Aug 1818,
